D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_219.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_219.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_219.jpg, 0, 0, 0, 7.929507E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_327.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_327.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_327.jpg, 0, 0, 0, 7.819042E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_428.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_428.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_428.jpg, 0, 0, 0, 7.833147E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_538.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_538.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_538.jpg, 0, 0, 0, 7.819118E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_648.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_648.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_648.jpg, 0, 0, 0, 8.012645E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_761.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_761.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_761.jpg, 0, 0, 0, 7.875207E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_871.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_871.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_871.jpg, 0, 0, 0, 8.206967E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_54_980.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_54_980.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_54_980.jpg, 0, 0, 0, 8.427094E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_093.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_093.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_093.jpg, 0, 0, 0, 7.873282E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_199.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_199.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_199.jpg, 0, 0, 0, 7.887292E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_309.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_309.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_309.jpg, 0, 0, 0, 7.764592E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_421.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_421.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_421.jpg, 0, 0, 0, 7.808338E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_527.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_527.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_527.jpg, 0, 0, 0, 7.813378E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_633.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_633.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_633.jpg, 0, 0, 0, 7.824367E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_743.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_743.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_743.jpg, 0, 0, 0, 8.080869E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_853.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_853.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_853.jpg, 0, 0, 0, 7.869808E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_55_956.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_55_956.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_55_956.jpg, 0, 0, 0, 8.079251E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_060.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_060.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_060.jpg, 0, 0, 0, 7.891856E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_167.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_167.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_167.jpg, 0, 0, 0, 8.399294E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_273.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_273.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_273.jpg, 0, 0, 0, 8.440178E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_380.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_380.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_380.jpg, 0, 0, 0, 8.040887E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_490.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_490.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_490.jpg, 0, 0, 0, 7.894421E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_594.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_594.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_594.jpg, 0, 0, 0, 7.761561E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_701.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_701.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_701.jpg, 0, 0, 0, 8.395427E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_810.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_810.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_810.jpg, 0, 0, 0, 7.820864E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_56_913.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_56_913.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_56_913.jpg, 0, 0, 0, 7.963723E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_019.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_019.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_019.jpg, 0, 0, 0, 8.027884E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_126.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_126.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_126.jpg, 0, 0, 0, 7.825214E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_229.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_229.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_229.jpg, 0, 0, 0, 7.920968E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_336.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_336.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_336.jpg, 0, 0, 0, 7.800457E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_443.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_443.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_443.jpg, 0, 0, 0, 7.777713E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_553.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_553.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_553.jpg, 0, 0, 0, 7.821024E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_660.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_660.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_660.jpg, 0, 0, 0, 7.808884E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_767.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_767.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_767.jpg, 0, 0, 0, 8.025763E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_875.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_875.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_875.jpg, 0, 0, 0, 7.874802E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_57_980.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_57_980.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_57_980.jpg, 0, 0, 0, 7.775228E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_089.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_089.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_089.jpg, 0, 0, 0, 7.797567E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_194.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_194.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_194.jpg, 0, 0, 0, 7.83237E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_300.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_300.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_300.jpg, 0, 0, 0, 7.839885E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_408.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_408.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_408.jpg, 0, 0, 0, 7.79957E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_515.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_515.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_515.jpg, 0, 0, 0, 7.862256E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_624.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_624.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_624.jpg, 0, 0, 0, 7.895422E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_729.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_729.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_729.jpg, 0, 0, 0, 7.795221E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_838.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_838.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_838.jpg, 0, 0, 0, 7.994814E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_58_943.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_58_943.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_58_943.jpg, 0, 0, 0, 7.787076E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_051.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_051.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_051.jpg, 0, 0, 0, 7.814199E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_157.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_157.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_157.jpg, 0, 0, 0, 7.895819E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_263.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_263.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_263.jpg, 0, 0, 0, 7.873007E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_371.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_371.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_371.jpg, 0, 0, 0, 7.856265E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_475.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_475.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_475.jpg, 0, 0, 0, 7.762848E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_583.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_583.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_583.jpg, 0, 0, 0, 7.953145E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_689.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_689.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_689.jpg, 0, 0, 0, 7.83377E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_795.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_795.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_795.jpg, 0, 0, 0, 8.214953E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_23_59_901.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_23_59_901.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_23_59_901.jpg, 0, 0, 0, 7.841398E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_008.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_008.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_008.jpg, 0, 0, 0, 7.868114E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_111.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_111.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_111.jpg, 0, 0, 0, 8.048781E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_220.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_220.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_220.jpg, 0, 0, 0, 7.838405E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_326.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_326.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_326.jpg, 0, 0, 0, 7.895595E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_434.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_434.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_434.jpg, 0, 0, 0, 7.796909E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_543.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_543.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_543.jpg, 0, 0, 0, 7.793857E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_646.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_646.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_646.jpg, 0, 0, 0, 7.81741E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_755.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_755.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_755.jpg, 0, 0, 0, 7.837004E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_860.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_860.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_860.jpg, 0, 0, 0, 7.83373E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_00_967.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_00_967.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_00_967.jpg, 0, 0, 0, 7.819234E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_01_073.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_01_073.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_01_073.jpg, 0, 0, 0, 7.796946E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_01_178.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_01_178.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_01_178.jpg, 0, 0, 0, 7.809667E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_01_284.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_01_284.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_01_284.jpg, 0, 0, 0, 7.955441E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_01_390.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_01_390.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_01_390.jpg, 0, 0, 0, 7.839001E-05
D:\Self Driving\Data\IMG\center_2024_06_13_12_24_01_495.jpg, D:\Self Driving\Data\IMG\left_2024_06_13_12_24_01_495.jpg, D:\Self Driving\Data\IMG\right_2024_06_13_12_24_01_495.jpg, 0, 0, 0, 7.887322E-05
